"Translation Info:
#---------------------------
5290,68,19,"19. Bityo, ikiza (inkongi y’umuriro) giturutse kwa Nyagasani wawe kirawugota, mu gihe bo bari baryamye.",""
5291,68,20,"20. (Umurima wabo) uhinduka nk’uruhira.",""
5292,68,21,"21. Nuko bucyeye barahamagarana,",""
5293,68,22,"22. Bagira bati “Nimuzindukire mu murima wanyu niba mugikomeje umugambi wo kuwusarura. ”",""
5294,68,23,"23. Nuko bagenda bongorerana,",""
5295,68,24,"24. (Bagira bati) “Uyu munsi ntihagire umukene n’umwe uwubinjiranamo (umurima).",""
5296,68,25,"25. Nuko bazinduka baganayo (mu murima wabo) biyumvamo ubushobozi (bwo kwima abakene).",""
5297,68,26,"26. Maze bawubonye baravuga bati “Mu by’ukuri twayobye (inzira)!”",""
5298,68,27,"27. Ahubwo twimwe (umusaruro wawo kubera umugambi wacu mubi wo kwima abakene).",""
5299,68,28,"28. Ushyira mu gaciro muri bo aravuga ati “Sinari nababwiye ko iyo muza gusingiza (Allah mukanamushimira, mukanavuga muti: In-sha-Allah, mutari guhura n’ibi byago)?”",""
5300,68,29,"29. Baravuga bati “Ubutagatifu ni ubwa Nyagasani wacu, mu by’ukuri twari inkozi z’ibibi!”",""
5301,68,30,"30. Nuko bamwe batangira guhindukirira abandi (bitana bamwana) bavebana,",""
5302,68,31,"31. Baravuga bati “Mbega ishyano tubonye! Mu by’ukuri twari abarengera (imbibi za Allah).”",""
5303,68,32,"32. Hari ubwo Nyagasani wacu yadushumbusha (umurima) mwiza kuwuruta. Rwose twerekeje ibyifuzo byacu kwa Nyagasani wacu.",""
5304,68,33,"33. Uko ni ko ibihano (bya Allah ku isi) bimera! Ariko ibihano byo ku munsi w’imperuka birahambaye cyane, iyaba bari babizi.",""
5305,68,34,"34. Mu by’ukuri abagandukira (Allah) bazagororerwa Ijuru ryuje ingabire kwa Nyagasani wabo.",""
5306,68,35,"35. Ese abicisha bugufi imbere ya Allah (Abayisilamu) twabafata kimwe n’inkozi z’ibibi?",""
5307,68,36,"36. Ese mwabaye mute? Mubona ibintu mute?",""
5308,68,37,"37. Cyangwa mwaba mufite igitabo musomamo (ko abicisha bugufi ari kimwe n’inkozi z’ibibi)!",""
5309,68,38,"38. Mu by’ukuri mukaba mufitemo (muri icyo gitabo) aho mukura ibyo?",""
5310,68,39,"39. Cyangwa mudufiteho amasezerano ntakuka afite agaciro kugeza ku munsi w’imperuka yo kuzabona ibyo mwifuza?",""
5311,68,40,"40. Babaze (yewe Muhamadi) uti “Ni nde muri bo wabyishingira (akabibera umuhamya)?”",""
5312,68,41,"41. Cyangwa se (abahakanyi) baba bafite ibigirwamana (bizabafasha ku munsi w’imperuka)? Ngaho nibazane ibyo bigirwamana byabo niba ari abanyakuri.",""
5313,68,42,"42. (Ibuka) umunsi (ibintu bizaba bikomeye kandi biteye ubwoba), ubwo igice cyo hepfo cy’ukuguru (kwa Allah) kizagaragarizwa (ibiremwa), nuko (abahakanyi) bagahamagarirwa kubamira (Allah) ariko ntibabishobore[229]","[229]-Imyemerere ya Isilamu igaragaza ko Allah afite ibimuranga, bimwe bikaba bihuje inyito n’iby’ibiremwa ariko bidahuje imiterere, kuko Allah atagira icyo asa na cyo. Imvugo y’Intumwa y’Imana Muhamadi igaragaza ko ku munsi w’imperuka Allah azereka ibiremwa bye igice cyo hepfo cy’ukuguru kwe (umurundi). Icyo gihe abemeramana bazubamira Allah, ariko abajyaga bubamira Allah ku isi bagamije kwiyerekana, ntibizabashobokera."
5314,68,43,"43. Bazaba bubitse amaso (kubera ikimwaro), batwikiriwe n’ugusuzugurika. Nyamara bajyaga bahamagarirwa kubamira Allah ari bazima (ntibabikore kubera ubwibone).",""
5315,68,44,"44. Bityo, (yewe Muhamadi) ndekera uwo ari we wese uhinyura iyi nkuru (Qur’an). Rwose (abo bayihinyura) tuzabatwara buhoro buhoro (tubaganisha mu bihano) mu buryo batazi.",""
5316,68,45,"45. Nzanabaha igihe (bibwire ko batazahanwa); mu by’ukuri imigambi yanjye irakomeye.",""
5317,68,46,"46. Cyangwa (bibwira ko wowe Muhamadi) ubasaba igihembo, none bakaba baremererwa n’ubwishyu?",""
5318,68,47,"47. Ahubwo se bibwira ko bazi ibitagaragara, bakaba babishingiraho bandika (ibyo bishakiye, badakeneye ibyo ubabwira)?",""
5319,68,48,"48. Bityo (yewe Muhamadi), ihanganire itegeko rya Nyagasani wawe, kandi ntube nk’umwe wamizwe n’ifi (Umuhanuzi Yunusu) ubwo yadutakambiraga n’agahinda kenshi.",""
5320,68,49,"49. Iyo bitaza kuba ingabire iturutse kwa Nyagasani we yamugezeho, (ifi) yari kumuruka ku musenyi wo ku nkombe kandi umugayo umuriho.",""
5321,68,50,"50. Nuko Nyagasani we aramutoranya, maze amushyira mu ntungane.",""
5322,68,51,"51. Kandi iyo abahakanye bumvise urwibutso (Qur’an), bakurebesha indoro ikomeye, bifuza ko wagwa igihunga kugira ngo bavuge bati “Rwose ni umusazi.”",""
5323,68,52,"52. Kandi (Qur’an) nta kindi iri cyo usibye kuba ari urwibutso ku biremwa byose.",""
5324,69,1,"1.Ukuri kudakumirwa (umunsi w’izuka).",""
5325,69,2,"2. Ukuri kudakumirwa ni iki?",""
5326,69,3,"3. Ni iki kizakubwira ukuri kudakumirwa?",""
5327,69,4,"4. Aba Thamudu n’aba Adi bahinyuye umunsi w’imperuka.",""
5328,69,5,"5. Aba Thamudu borekeshejwe urusaku ndengakamere.",""
5329,69,6,"6. Naho aba Adi borekeshwa umuyaga uvuza ubuhuha, usenya.",""
5330,69,7,"7. (Allah) yawubateje mu gihe cy’amajoro arindwi n’amanywa umunani bikurikiranye. Wabonaga abantu ari imirambo irambaraye imeze nk’ingiga z’ibiti by’imitende (byaranduwe) birangaye (birimo ubusa mo imbere).",""
5331,69,8,"8. Ese urabona hari n’umwe wasigaye muri bo?",""
5332,69,9,"9. Farawo n’ababayeho mbere ye ndetse n’abo mu midugudu yabirinduwe (abantu ba Loti) bakoze ibyaha,",""
5333,69,10,"10. Nuko bigomeka ku Ntumwa ya Nyagasani wabo, maze (Allah) abahanisha ibihano bikaze.",""
5334,69,11,"11. Mu by’ukuri ubwo amazi yarengaga inkombe (mu gihe cy’umwuzure wo ku bwa Nuhu, abamwemeye) twabatwaye mu bwato.",""
5335,69,12,"12. Kugira ngo tubigire urwibutso kuri mwe ndetse n’amatwi yumva abizirikane.",""
5336,69,13,"13. Ubwo impanda izavuzwa inshuro imwe (ya mbere).",""
5337,69,14,"14. Isi n’imisozi bigaterurwa, bigahondwa inshuro imwe.",""
5338,69,15,"15. Kuri uwo munsi, imperuka izaba igeze.",""
5339,69,16,"16. N’ikirere kizasatagurika, maze uwo munsi kibe cyoroshye (ku buryo cyakwiyasagura).",""
5340,69,17,"17. N’abamalayika bazaba bakizengurutse (ikirere) impande zacyo. Kandi kuri uwo munsi abamalayika umunani biyongera kuri abo bazaba bateruye Ar’shi[230] ya Nyagasani wawe.","[230] Reba ibisobanuro by’iri jambo muri Surat ul A’araf, Aya ya 54"
5341,69,18,"18. Uwo munsi muzahagarikwa (imbere ya Allah). Nta kintu na kimwe cyanyu kizayoberana.",""
5342,69,19,"19. Bityo, uzahabwa igitabo cye mu kuboko kw’iburyo, azavuga (aratira abandi) agira ati “Nimuze musome igitabo cyanjye.”",""
5343,69,20,"20. Rwose njye nari nzi neza ko nzahura n’ibarura ryanjye nk’iri (kubera ibikorwa byiza nakoze).",""
5344,69,21,"21. Azaba mu buzima bw’umunezero,",""
5345,69,22,"22. Mu busitani buhebuje,",""
5346,69,23,"23. Imbuto zabwo zizaba ziri bugufi (yabo).",""
5347,69,24,"24. (Bazabwirwa bati) “Nimurye munanywe kandi muryoherwe, ibyo ni ukubera ibyo mwakoze mu minsi yahise (mukiri ku isi).”",""
5348,69,25,"25. Naho uzahabwa igitabo cye mu kuboko kw’ibumoso, azavuga (yicuza n’agahinda kenshi) ati “iyaba ntari mpawe iki gitabo cyanjye!”,",""
5349,69,26,"26. Sinamenye iby’ibarura ryanjye!",""
5350,69,27,"27. Iyaba urupfu (rwanjye napfuye mva ku isi) rwari rwo rwa burundu.",""
5351,69,28,"28. Umutungo wanjye nta cyo wamariye!",""
5352,69,29,"29. N’ubutware bwanjye bwabaye imfabusa (bwancitse).",""
5353,69,30,"30. (Abarinzi b’umuriro bazabwirwa bati) “Mumufate mumubohe,",""
5354,69,31,"31. Maze mumutwikire mu muriro,",""
5355,69,32,"32. Nyuma mumuboheshe umunyururu ufite uburebure bwa Dhira’a[231] mirongo irindwi.","[231] Dhira’a ni bumwe mu buryo bwa kera bwifashishwaga mu gupima uburebure bw’ikintu. Dhira’a imwe ingana na santimetero hafi mirongo irindwi n’eshanu (75 cm)."
5356,69,33,"33. Mu by’ukuri ntiyemeraga Allah w’ikirenga.",""
5357,69,34,"34. Nta n’ubwo yajyaga ashishikariza (abantu) kugaburira abakene.",""
5358,69,35,"35. None hano uyu munsi nta nshuti ari bugire (yamuvuganira cyangwa ngo imurinde ibihano)",""
5359,69,36,"36. Nta n’ibyo kurya (ari buhabwe) uretse amashyira (y’abantu bo mu muriro),",""
5360,69,37,"37. Nta bandi (bahabwa) ibyo biribwa uretse abanyabyaha.”",""
5361,69,38,"38. Rwose ndahiye ibyo mureba,",""
5362,69,39,"39. N’ibyo mutareba.",""
5363,69,40,"40. Mu by’ukuri iyi (Qur’an) ni ijambo (rya Allah risomwa) n’Intumwa yubahitse (Muhamadi).",""
5364,69,41,"41. Ntabwo ari imvugo y’umusizi. Dore ko mwemera gake!",""
5365,69,42,"42. Nta n’ubwo ari imvugo y’umupfumu. Ariko mwibuka gake!",""
5366,69,43,"43. (Ahubwo ni igitabo) cyahishuwe giturutse kwa Nyagasani w’ibiremwa.",""
5367,69,44,"44. N’iyo (Muhamadi) aza kugira ibyo aduhimbira (tutavuze),",""
5368,69,45,"45. Twari kumufatisha imbaraga n’ukuboko kw’iburyo.",""
5369,69,46,"46. Maze tukamuca umutsi w’umujyana w’ibanze (uvana amaraso mu mutima uyohereza hose mu mubiri).",""
5370,69,47,"47. Nta n’umwe muri mwe wari kugira icyo amumarira (ngo amutabare).",""
5371,69,48,"48. Kandi mu by’ukuri (Qur’an) ni urwibutso ku bagandukira Allah.",""
5372,69,49,"49. Rwose tuzi neza ko muri mwe hari abahinyura (iyi Qur’an).",""
5373,69,50,"50. Kandi rwose (ku munsi w’imperuka, Qur’an) izaba amakuba ku bahakanyi.",""
5374,69,51,"51. Kandi mu by’ukuri (Qur’an) ni ukuri kudashidikanywaho.",""
5375,69,52,"52. Bityo, tagatifuza izina rya Nyagasani wawe, Uhambaye.",""
5376,70,1,"1. Usaba yasabye ko ibihano bigomba kuzabaho bisohora,",""
5377,70,2,"2. (Nyamara ibyo bihano) nta kizabibuza kugera ku bahakanyi,",""
5378,70,3,"3. (Bizabageraho ku munsi w’imperuka) biturutse kwa Allah, nyir’amayira azamuka (agana mu ijuru).",""
5379,70,4,"4. Abamalayika ndetse na Roho (Malayika Jibrilu) bazamuka iwe (Allah) mu gihe cy’umunsi umwe ungana n’imyaka ibihumbi mirongo itanu (ya hano ku isi, abandi batari bo bakoresha muri urwo rugendo).",""
5380,70,5,"5. Bityo, ihangane (yewe Muhamadi) wifashishije ukwihangana kwiza.",""
5381,70,6,"6. Mu by’ukuri bo babona (imperuka) iri kure,",""
5382,70,7,"7. Nyamara twe tukabona iri hafi.",""
5383,70,8,"8. Umunsi ikirere kizaba nk’umushongi w’umuringa.",""
5384,70,9,"9. N’imisozi ikaba nk’ubwoya (bukemurwa ku matungo bukorwamo imyambaro)",""
5385,70,10,"10. Kandi nta nshuti izigera ibaza iby’inshuti yayo,",""
5386,70,11,"11. N’ubwo bazaba barebana (ndetse bakanamenyana, ariko nta cyo bazamarirana). Kubera ibihano by’uwo munsi, umunyabyaha azifuza gutangaho incungu abana be,",""
5387,70,12,"12. Umugore we, umuvandimwe we,",""
5388,70,13,"13. N’umuryango we yahungiragaho (akiri ku isi igihe ahuye n’ibimuteye ubwoba).",""
5389,70,14,"14. Ndetse n’abari mu isi bose (azifuza kubatangaho incungu) kugira ngo arokoke.",""
5390,70,15,"15. Ariko nta cyo bizamumarira! Ahubwo azajya mu muriro ugurumana,",""
5391,70,16,"16. Uhubuzaho uruhu rw’agahanga,",""
5392,70,17,"17. Uzaba uhamagara uwo ari we wese wateraga umugongo akanirengagiza (ukuri gukubiye muri Qur’an),",""
5393,70,18,"18. Akanakusanya (umutungo) akawuhunika (ntawukoreshe mu nzira ya Allah).",""
5394,70,19,"19. Mu by’ukuri umuntu yaremanywe ukutihangana,",""
5395,70,20,"20. Iyo ikibi kimugezeho, ariheba cyane.",""
5396,70,21,"21. Naho icyiza cyamugeraho, akaba umunyabugugu cyane.",""
5397,70,22,"22. Uretse abakora iswala,",""
5398,70,23,"23. Ba bandi bahozaho iswala zabo,",""
5399,70,24,"24. Na ba bandi bagena umugabane uzwi (Zakat) mu mitungo yabo,",""
5400,70,25,"25.Wagenewe usaba n’uwiyumanganyije (nyamara akeneye ubufasha);",""
5401,70,26,"26. Na ba bandi bemera ko umunsi w’ibihembo ari ukuri,",""
5402,70,27,"27. Na ba bandi batinya ibihano bya Nyagasani wabo.",""
5403,70,28,"28. Kubera ko mu by’ukuri ibihano bya Nyagasani wabo nta n’umwe wakwizera ko bitamugeraho.",""
5404,70,29,"29. Na ba bandi barinda ubwambure bwabo (ubusambanyi),",""
5405,70,30,"30. Uretse ku bagore babo cyangwa se ku bo bafiteho ububasha (abaja). Mu by’ukuri bo ntibabigayirwa.",""
5406,70,31,"31. Ariko abazashaka (kwinezeza) ku batari abo (bavuzwe), rwose abo bazaba batandukiriye.",""
5407,70,32,"32. Na ba bandi barinda ibyo baragijwe ndetse bakubahiriza n’amasezerano yabo.",""
5408,70,33,"33. Na ba bandi batanga ubuhamya bw’ukuri.",""
5409,70,34,"34. Na ba bandi bahozaho iswala zabo (ku bihe byagenwe);",""
5410,70,35,"35.Abo bazajya mu busitani (Ijuru) kandi bubashywe,",""
5411,70,36,"36. None se ni iyihe mpamvu ituma abahakanyi bakugana (yewe Muhamadi) bihuta (bashaka kukumva, kandi batakwemera)?",""
5412,70,37,"37. (Bicaye) mu matsinda iburyo n’ibumoso bwawe?",""
5413,70,38,"38. Ese buri wese muri bo ararikiye kuzinjizwa mu Ijuru ryuje ingabire?",""
5414,70,39,"39. Ntabwo ari ko bimeze! Mu by’ukuri twabaremye tubakomoye mu byo bazi[232] (ariko banga kwemera).","[232] Ibyo bazi bivugwa muri uyu murongo ni igitaka n’intanga umuntu yaremwemo."
5415,70,40,"40. Bityo, ndahiye ku izina rya Nyagasani w’Uburasirazuba bwose n’Uburengerazuba bwose, ko rwose dushoboye,",""
5416,70,41,"41. Kubasimbuza abeza kubarusha, kandi ntibyatunanira.",""
5417,70,42,"42. Bityo, bareke bavuge ibidafite umumaro, banikinire kugeza ubwo bazahura n’umunsi wabo basezeranyijwe.",""
5418,70,43,"43. Umunsi bazasohoka mu mva zabo bihuta, nk’uko bihutaga bagana amabuye ashinze (ibigirwamana byabo).",""
5419,70,44,"44. Bazaba bubitse amaso (kubera ikimwaro), batwikiriwe n’ugusuzugurika. Uwo ni wo munsi bajyaga basezeranywa.",""
5420,71,1,"1. Mu by’ukuri twohereje Nuhu ku bantu be (tugira tuti) “Burira abantu bawe mbere y’uko ibihano bibabaza bibageraho.”",""
5421,71,2,"2. (Nuhu) aravuga ati “Bantu banjye! Mu by’ukuri njye ndi umuburizi wanyu ugaragara,",""
5422,71,3,"3. (Ubaburira ko) mugomba kugaragira Allah (wenyine), mukanamugandukira kandi mukanyumvira.",""
5423,71,4,"4. (Ibyo nimubikora, Allah) azabababarira ibyaha byanyu, anabahe kubaho kugeza igihe cyagenwe. Mu by’ukuri iyo igihe ntarengwa (cyo gupfa) Allah yagennye kigeze nticyongerwa, iyaba mwari mubizi.”",""
5424,71,5,"5. (Nuhu) aravuga ati “Nyagasani wanjye! Mu by’ukuri nahamagariye abantu banjye ijoro n’amanywa (ko bagomba kugaragira Imana imwe)”,",""
5425,71,6,"6. Ariko uguhamagara kwanjye nta cyo kwabongereye uretse guhunga (ukuri).",""
5426,71,7,"7. Kandi mu by’ukuri buri uko nabahamagariraga (kwemera Imana imwe) kugira ngo ubababarire ibyaha byabo, bashyiraga intoki mu matwi, bakitwikira imyambaro, bagatsimbarara ndetse bakanibona cyane.",""
5427,71,8,"8. Hanyuma kandi nabahamagaye ku mugaragaro.",""
5428,71,9,"9. Hanyuma nanabatangarije (mu ijwi riranguruye) ndetse nanababwira mu ibanga.",""
5429,71,10,"10. Narababwiye nti “Nimusabe imbabazi Nyagasani wanyu, mu by’ukuri ni We uhebuje mu kubabarira ibyaha.”",""
5430,71,11,"11. (Kugira ngo) azaboherereze imvura nyinshi (ihagije),",""
5431,71,12,"12. Anabongerere imitungo n’urubyaro, abahe ubusitani (Ijuru) ndetse abahe n’imigezi (yaryo).",""
5432,71,13,"13. Kubera iki mudaha Allah icyubahiro kimukwiye?",""
5433,71,14,"14. Kandi ari We wabaremye mu byiciro (bitandukanye)!",""
5434,71,15,"15. Ese ntimubona uburyo Allah yaremye ibirere birindwi bigerekeranye?",""
5435,71,16,"16. Hanyuma akabishyiramo ukwezi akakugira urumuri ndetse n’izuba akarigira itara?",""
5436,71,17,"17. Kandi Allah yabakujije abakuye mu butaka nk’ibimera.",""
5437,71,18,"18. Hanyuma azabubasubizamo (igihe cyo gupfa) ndetse anabubasohoremo (ku munsi w’izuka).",""
5438,71,19,"19. Kandi Allah ni We wabagiriye isi nk’isaso,",""
5439,71,20,"20. Kugira ngo muyigendeho (mugendera) mu mayira magari.",""
5440,71,21,"21. Nuhu aravuga ati “Nyagasani wanjye! Mu by’ukuri (abantu banjye) banyigometseho, banakurikira uwo imitungo n’abana bitagize icyo byongerera uretse igihombo.”",""
5441,71,22,"22. Nuko (abantu be) bacura umugambi mubi (wo kubangamira ubutumwa bwe).",""
5442,71,23,"23. Baranavuga bati “Rwose ntimuzareke imana zanyu, kandi ntimuzareke (kugaragira) Wadan, Suwa’a, Yagutha, Ya’uqa ndetse na Nasra[233]","[233] Ayo yari amazina y’ibigirwamana abantu ba Nuhu basengaga."
5443,71,24,"24. (Nuhu aravuga ati) “Kandi rwose (ibyo bigirwamana) byayobeje benshi. Bityo (yewe Allah), ntuzagire ikindi wongerera ababangikanyamana kitari ubuyobe.”",""
5444,71,25,"25. Kubera ibyaha byabo, bararohamishijwe kandi bazinjizwa mu muriro, ndetse ntibazigera babona ababatabara batari Allah.",""
5445,71,26,"26. Nuhu aravuga ati “Nyagasani wanjye! Ntuzagire n’umwe muri aba bahakanyi usiga ku isi.”",""
5446,71,27,"27. Kuko mu by’ukuri nubareka, bazayobya abagaragu bawe, kandi ntibazigera babyara abandi batari abanyabyaha b’abahakanyi.",""
5447,71,28,"28. (Nuhu aravuga ati) “Nyagasani wanjye! Mbabarira, njye n’ababyeyi banjye, n’uzinjira mu nzu yanjye ari umwemeramana, ndetse n’abemeramana n’abemeramanakazi. Kandi ntuzagire ikindi wongerera abahakanyi kitari ukorama.”",""
5448,72,1,"1. Vuga (yewe Muhamadi) uti “Nahishuriwe ko hari itsinda ry’amajini ryateze amatwi (Qur’an isomwa), nuko rikavuga riti “Mu by’ukuri twumvise Qur’an itangaje”,",""
5449,72,2,"2. “Iyobora iganisha ku kuri, nuko turayemera kandi ntituzigera tubangikanya Nyagasani wacu (Allah) n’icyo ari cyo cyose.”",""
5450,72,3,"3. “Kandi ko icyubahiro cy’ikirenga ari icya Nyagasani wacu, utarigeze umugore cyangwa umwana.”",""
5451,72,4,"4. “Kandi ko umunyabwenge buke muri twe (Shitani) yajyaga avuga ibidahwitse kuri Allah.”",""
5452,72,5,"5. “Kandi mu by’ukuri twakekaga ko abantu n’amajini badashobora guhimbira Allah ikinyoma.”",""
5453,72,6,"6. “Kandi mu by’ukuri mu bantu hari abagabo bajyaga biyambaza amajini y’igitsinagabo, ariko (ibyo) byongereraga (abo bantu) gukora ibyaha (ndetse n’ayo majini bikayongerera kwibona).”",""
5454,72,7,"7. “Kandi mu by’ukuri batekerezaga nk’uko mwatekerezaga ko Allah atazigera agira n’umwe azura.”",""
5455,72,8,"8. “Kandi twagerageje kugera mu kirere dusanga cyuzuye abarinzi bakomeye ndetse n’ibishirira.”",""
5456,72,9,"9. “Kandi mu by’ukuri twajyaga tuhagira ibyicaro kugira ngo twumvirize (ibivugirwa mu Ijuru), ariko ubu uwagerageza kumviriza yahura n’igishirira kimwubikiriye.”",""
5457,72,10,"10. “Kandi ntituzi niba hari ikibi giteganyirizwa abari ku isi, cyangwa niba Nyagasani wabo abashakira kuyoboka inzira igororotse.”",""
5458,72,11,"11. “Kandi ko muri twe hari abakora ibyiza n’abatameze batyo. Turi amatsinda afite imyizerere itandukanye.”",""
5459,72,12,"12. “Kandi twizeraga ko tudashobora kunanira Allah (aramutse ashaka kuduhana) ku isi, cyangwa ngo tube twagira aho tumuhungira.”",""
5460,72,13,"13. “Kandi ko mu by’ukuri ubwo twumvaga umuyoboro (Qur’an) twarawukurikiye. Kandi uwemeye Nyagasani we, ntatinya kugabanyirizwa (ibihembo bye) cyangwa ngo abe yatinya kongererwa (ibihano).”",""
5461,72,14,"14. “Kandi ko muri twe harimo abicishije bugufi (Abayisilamu) n’abatannye. Nyamara abicishije bugufi ni bo bagannye inzira igororotse.”",""
5462,72,15,"15. “Naho abatannye bazaba inkwi z’umuriro wa Jahanamu.”",""
5463,72,16,"16. “Kandi ko iyo (abahakanyi) baza kuyoboka inzira igororotse (bakayishikamamo), rwose twari kubaha amazi (imvura) menshi (kandi y’umugisha)”,",""
5464,72,17,"17. “Kugira ngo tuyabageragereshe. Kandi uzirengagiza urwibutso rwa Nyagasani we, azamuhanisha ibihano bigenda byiyongera.”",""
5465,72,18,"18.“Kandi ko imisigiti yose ari iya Allah (wenyine). Bityo, ntimukagire undi musaba mumubangikanyije na Allah.”",""
5466,72,19,"19. Kandi ubwo umugaragu wa Allah (Muhamadi) yahagurukaga amusaba (mu iswala), (amajini) yabaga amuzengurutse (kugira ngo yumve Intumwa isoma Qur’an).",""
5467,72,20,"20. Vuga (yewe Muhamadi) uti “Mu by’ukuri njye nsaba Nyagasani wanjye wenyine nta wundi mubangikanyije na We.”",""
5468,72,21,"21. Vuga (yewe Muhamadi) uti “Mu by’ukuri nta bubasha mfite bwo kuba nagira ikibi mbakorera, cyangwa ngo mbe nabayobora (mu nzira igororotse).”",""
5469,72,22,"22. Vuga uti “Mu by’ukuri nta n’umwe wandinda (ibihano bya) Allah (ndamutse mwigometseho), ndetse nta n’ahandi nabona ubuhungiro hatari kuri We.”",""
5470,72,23,"23. “(Umurimo wanjye nta wundi) usibye gusohoza (ukuri) n’ubutumwa biturutse kwa Allah. Ariko uzigomeka kuri Allah n’intumwa ye, azahanishwa umuriro wa Jahanamu azabamo ubuziraherezo.”",""
5471,72,24,"24. Kugeza ubwo (ababangikanyamana) bazabona ibyo basezeranyijwe, ni bwo bazamenya ufite abatabazi b’abanyantege nke n’ufite bake.",""
5472,72,25,"25. Vuga (yewe Muhamadi) uti “Sinzi niba (ibihano) musezeranywa biri bugufi cyangwa niba Nyagasani wanjye azabiha igihe kirekire.”",""
5473,72,26,"26. Ni We (wenyine) mumenyi w’ibitagaragara kandi nta n’umwe ajya ahishurira ibye,",""
5474,72,27,"27. Uretse uwo yishimiye mu ntumwa ze, akamwoherereza abarinzi (abamalayika) bamugenda imbere n’inyuma.",""
5475,72,28,"28. (Ibyo Allah abikora) kugira ngo amenye ko (Intumwa) zasohoje neza ubutumwa bwa Nyagasani wazo. Kandi (ko Allah) azi neza ibyo zitunze ndetse azi byimazeyo umubare wa buri kintu.",""
5476,73,1,"1. Yewe uwiyoroshe (uvugwa aha ni Intumwa Muhamadi)!",""
5477,73,2,"2. Byuka (usenge) nijoro, uretse igice gito (cyaryo),",""
5478,73,3,"3. Kimwe cya kabiri cyaryo cyangwa igito kuri cyo,",""
5479,73,4,"4. Cyangwa wongereho gato. Unasome Qur’an neza (mu ijwi rituje kandi ryiza).",""
5480,73,5,"5. Mu by’ukuri tuzaguhishurira ijambo riremereye (ari ryo Qur’an ikubiyemo amategeko n’amabwiriza).",""
5481,73,6,"6. Mu by’ukuri iswala y’ijoro ni ingirakamaro (ku mutima) ndetse anatuma (umuntu atekereza ku magambo ya Allah, atuje).",""
5482,73,7,"7. Mu by’ukuri ku manywa uba uhugiye muri byinshi.",""
5483,73,8,"8. Kandi ujye wibuka izina rya Nyagasani wawe unamwiyegurire utizigama.",""
5484,73,9,"9. Nyagasani w’Uburasirazuba n’Uburengerazuba; nta yindi mana ikwiye gusengwa itari We. Bityo, mugire umurinzi (wawe).",""
5485,73,10,"10. Unihanganire ibyo (abo bahakanyi) bavuga, kandi unabitarure mu buryo bwiza.",""
5486,73,11,"11. Maze undekere abahinyura (amagambo yanjye); bahawe ingabire (yo kubaho mu buzima bwiza), unabarindirize igihe gito.",""
5487,73,12,"12. Rwose dufite iminyururu n’umuriro ugurumana (byo kuzabahanisha ku munsi w’imperuka),",""
5488,73,13,"13. N’ibyo kurya bizabaniga ndetse n’ibihano bibabaza.",""
5489,73,14,"14. Umunsi isi n’imisozi bizatigita, maze imisozi ikaba nk’ikirundo cy’umusenyi wanyanyagijwe.",""
5490,73,15,"15. Mu by’ukuri twaboherereje Intumwa (Muhamadi) ngo ibabere umuhamya nk’uko twoherereje Farawo Intumwa (Musa).",""
5491,73,16,"16. Ariko Farawo yigometse ku ntumwa (Musa), nuko turamufata tumuhanisha ibihano bikomeye.",""
5492,73,17,"17. Ni gute mwakwirinda ibihano kandi muhakana umunsi uzagira abana abasaza (kubera uko uzaba uteye ubwoba)?",""
5493,73,18,"18. Kuri uwo munsi ikirere kizasatagurika. Isezerano rye (Allah) rizasohora nta gushidikanya.",""
5494,73,19,"19. Mu by’ukuri ibi ni urwibutso. Bityo ushaka nayoboke inzira imuganisha kwa Nyagasani we.",""
5495,73,20,"20. Mu by’ukuri Nyagasani wawe azi ko wowe (Muhamadi) n’itsinda muri kumwe mubyuka mugasenga hafi bibiri bya gatatu by’ijoro, cyangwa icya kabiri cyaryo, cyangwa se icya gatatu cyaryo. Kandi Allah ni We ugena indeshyo y’ijoro n’amanywa. Azi ko mutari gushobora kugaragira ijoro ryose, bityo yabagiriye impuhwe (araborohereza). Ku bw’ibyo, mujye musoma ibiboroheye muri Qur’an. Azi ko muri mwe hazabamo abarwayi, abandi bakaba bari mu ngendo bashakisha ingabire za Allah, naho abandi bakazaba bari ku rugamba barwana mu nzira ya Allah. Bityo, mujye musoma ibiboroheye muri yo, muhozeho iswala, mutange amaturo, munagurize Allah inguzanyo nziza (mutanga kubera We). Kandi icyiza cyose mwiteganyirije imbere, muzagisanga kwa Allah ari cyiza kurushaho kandi gifite ibihembo bihebuje. Munasabe imbabazi Allah, kuko mu by’ukuri Allah ari Nyir’ukubabarira ibyaha, Nyirimpuhwe.",""
5496,74,1,"1. Yewe uwitwikiriye (uvugwa aha ni Intumwa Muhamadi)!",""
5497,74,2,"2. Haguruka uburire (ibiremwa),",""
5498,74,3,"3. Unahe ikuzo Nyagasani wawe.",""
5499,74,4,"4. Unasukure imyambaro yawe.",""
5500,74,5,"5. Unitarure ibigirwamana.",""
5501,74,6,"6. Ntukanatange (ikintu) ugamije indonke zitubutse.",""
5502,74,7,"7. Kandi ujye wihangana kubera Nyagasani wawe.",""
5503,74,8,"8. Ubwo impanda izavuzwa.",""
5504,74,9,"9. Uwo munsi uzaba ari umunsi ukomeye,",""
5505,74,10,"10. Uzaba utoroheye abahakanyi.",""
